Continent,Countries,Date,Cum_cases,Cases,Cum_deaths,Deaths,Total_vac,Single_Vac,Double_Vac,Booster_Vac,Population
Asia,Pakistan,10/10/2021,5440.568,4.079,121.581,0.121,0,0,0,0,231402116
Asia,Pakistan,11/10/2021,5443.546,2.978,121.658,0.078,40.02,27.86,14.82,0,231402116
Asia,Pakistan,12/10/2021,5447.958,4.412,121.749,0.091,40.43,28.07,15.04,0,231402116
Asia,Pakistan,13/10/2021,5452.349,4.391,121.87,0.121,0,0,0,0,231402116
Asia,Pakistan,14/10/2021,5457.042,4.693,121.987,0.117,0,0,0,0,231402116
Asia,Pakistan,15/10/2021,5460.901,3.859,122.09,0.104,0,0,0,0,231402116
Asia,Pakistan,16/10/2021,5464.012,3.111,122.164,0.073,0,0,0,0,231402116
Asia,Pakistan,17/10/2021,5466.877,2.865,122.212,0.048,0,0,0,0,231402116
Asia,Pakistan,18/10/2021,5469.483,2.606,122.298,0.086,0,0,0,0,231402116
Asia,Pakistan,19/10/2021,5471.877,2.394,122.35,0.052,0,0,0,0,231402116
Asia,Pakistan,20/10/2021,5474.565,2.688,122.419,0.069,42.61,29.2,16.19,0,231402116
Asia,Pakistan,21/10/2021,5477.016,2.45,122.488,0.069,42.93,29.37,16.36,0,231402116
Asia,Pakistan,22/10/2021,5479.401,2.385,122.553,0.065,0,0,0,0,231402116
Asia,Pakistan,23/10/2021,5481.955,2.554,122.631,0.078,43.54,29.67,16.68,0,231402116
Asia,Pakistan,24/10/2021,5484.971,3.016,122.67,0.039,0,0,0,0,231402116
Asia,Pakistan,25/10/2021,5487.443,2.472,122.696,0.026,0,0,0,0,231402116
Asia,Pakistan,26/10/2021,5489.673,2.23,122.752,0.056,44.11,29.97,16.98,0,231402116
Asia,Pakistan,27/10/2021,5492.72,3.047,122.791,0.039,0,0,0,0,231402116
Asia,Pakistan,28/10/2021,5495.572,2.852,122.864,0.073,44.73,30.31,17.29,0,231402116
Asia,Pakistan,29/10/2021,5498.416,2.844,122.899,0.035,0,0,0,0,231402116
Asia,Pakistan,30/10/2021,5501.583,3.168,122.942,0.043,0,0,0,0,231402116
Asia,Pakistan,31/10/2021,5503.666,2.083,122.972,0.03,0,0,0,0,231402116
Asia,Pakistan,01/11/2021,5505.641,1.975,123.015,0.043,45.76,30.82,17.86,0,231402116
Asia,Pakistan,02/11/2021,5508.065,2.424,123.063,0.048,46.23,31.07,18.11,0,231402116
Asia,Pakistan,03/11/2021,5510.572,2.506,123.145,0.082,0,0,0,0,231402116
Asia,Pakistan,04/11/2021,5512.797,2.226,123.192,0.048,47.36,31.68,18.68,0,231402116
Asia,Pakistan,05/11/2021,5515.248,2.45,123.24,0.048,47.88,31.97,18.95,0,231402116
Asia,Pakistan,06/11/2021,5517.283,2.035,123.326,0.086,0,0,0,0,231402116
Asia,Pakistan,07/11/2021,5519.224,1.94,123.365,0.039,48.39,32.25,19.2,0,231402116
Asia,Pakistan,08/11/2021,5520.952,1.729,123.413,0.048,48.91,32.53,19.48,0,231402116
Asia,Pakistan,09/11/2021,5523.346,2.394,123.447,0.035,49.65,32.9,19.87,0,231402116
Asia,Pakistan,10/11/2021,5526.099,2.753,123.486,0.039,50.19,33.18,20.16,0,231402116
Asia,Pakistan,11/11/2021,5527.789,1.69,123.525,0.039,50.67,33.42,20.41,0,231402116
Asia,Pakistan,12/11/2021,5528.787,0.998,123.573,0.048,51.14,33.65,20.66,0,231402116
Asia,Pakistan,13/11/2021,5528.787,0,123.573,0,0,0,0,0,231402116
Asia,Pakistan,14/11/2021,5530.961,2.174,123.646,0.073,51.44,33.8,20.82,0,231402116
Asia,Pakistan,15/11/2021,5531.894,0.933,123.672,0.026,51.61,33.88,20.92,0,231402116
Asia,Pakistan,16/11/2021,5533.061,1.167,123.715,0.043,51.74,33.94,21,0,231402116
Asia,Pakistan,17/11/2021,5535.049,1.988,123.759,0.043,51.86,33.99,21.07,0,231402116
Asia,Pakistan,18/11/2021,5536.855,1.806,123.802,0.043,51.96,34.03,21.13,0,231402116
Asia,Pakistan,19/11/2021,5538.234,1.379,123.832,0.03,52.05,34.07,21.18,0,231402116
Asia,Pakistan,20/11/2021,5539.586,1.353,123.849,0.017,0,0,0,0,231402116
Asia,Pakistan,21/11/2021,5540.982,1.396,123.867,0.017,0,0,0,0,231402116
Asia,Pakistan,22/11/2021,5542.343,1.361,123.888,0.022,52.36,34.24,21.32,0,231402116
Asia,Pakistan,23/11/2021,5543.856,1.513,123.927,0.039,52.49,34.32,21.38,0,231402116
Asia,Pakistan,24/11/2021,5545.425,1.569,123.983,0.056,52.63,34.39,21.44,0,231402116
Asia,Pakistan,25/11/2021,5546.514,1.089,124.014,0.03,0,0,0,0,231402116
Asia,Pakistan,26/11/2021,5548.29,1.776,124.044,0.03,52.86,34.53,21.54,0,231402116
Asia,Pakistan,27/11/2021,5549.599,1.309,124.065,0.022,0,0,0,0,231402116
Asia,Pakistan,28/11/2021,5550.36,0.761,124.104,0.039,52.96,34.57,21.59,0,231402116
Asia,Pakistan,29/11/2021,5552.412,2.053,124.148,0.043,53.17,34.69,21.69,0,231402116
Asia,Pakistan,30/11/2021,5554.202,1.789,124.186,0.039,0,0,0,0,231402116
Asia,Pakistan,01/12/2021,5555.831,1.629,124.221,0.035,53.61,34.91,21.93,0,231402116
Asia,Pakistan,02/12/2021,5557.52,1.69,124.256,0.035,53.92,35.04,22.11,0,231402116
Asia,Pakistan,03/12/2021,5559.383,1.863,124.29,0.035,0,0,0,0,231402116
Asia,Pakistan,04/12/2021,5560.991,1.608,124.316,0.026,0,0,0,0,231402116
Asia,Pakistan,05/12/2021,5562.443,1.452,124.359,0.043,54.7,35.35,22.6,0,231402116
Asia,Pakistan,06/12/2021,5563.445,1.003,124.39,0.03,55.19,35.53,22.92,0,231402116
Asia,Pakistan,07/12/2021,5564.785,1.34,124.428,0.039,0,0,0,0,231402116
Asia,Pakistan,08/12/2021,5566.297,1.513,124.472,0.043,56.23,35.95,23.58,0,231402116
Asia,Pakistan,09/12/2021,5567.65,1.353,124.511,0.039,56.75,36.16,23.9,0,231402116
Asia,Pakistan,10/12/2021,5569.357,1.707,124.558,0.048,57.32,36.41,24.25,0,231402116
Asia,Pakistan,11/12/2021,5570.602,1.245,124.588,0.03,0,0,0,0,231402116
Asia,Pakistan,12/12/2021,5571.656,1.054,124.614,0.026,57.87,36.64,24.57,0,231402116
Asia,Pakistan,13/12/2021,5572.736,1.08,124.627,0.013,58.26,36.82,24.79,0,231402116
Asia,Pakistan,14/12/2021,5574.335,1.599,124.644,0.017,58.74,37.05,25.06,0,231402116
Asia,Pakistan,15/12/2021,5575.636,1.301,124.67,0.026,59.26,37.31,25.36,0,231402116
Asia,Pakistan,16/12/2021,5576.833,1.197,124.731,0.061,59.79,37.58,25.65,0,231402116
Asia,Pakistan,17/12/2021,5576.833,0,124.731,0,0,0,0,0,231402116
Asia,Pakistan,18/12/2021,5579.5,2.666,124.77,0.039,0,0,0,0,231402116
Asia,Pakistan,19/12/2021,5581.051,1.551,124.796,0.026,61.15,38.24,26.4,0,231402116
Asia,Pakistan,20/12/2021,5582.218,1.167,124.813,0.017,61.67,38.5,26.69,0,231402116
Asia,Pakistan,21/12/2021,5583.557,1.34,124.856,0.043,62.26,38.8,27.03,0,231402116
Asia,Pakistan,22/12/2021,5585.109,1.551,124.865,0.009,62.86,39.12,27.39,0,231402116
Asia,Pakistan,23/12/2021,5586.5,1.392,124.882,0.017,0,0,0,0,231402116
Asia,Pakistan,24/12/2021,5588.026,1.525,124.912,0.03,64.07,39.8,28.15,0,231402116
Asia,Pakistan,25/12/2021,5589.577,1.551,124.921,0.009,0,0,0,0,231402116
Asia,Pakistan,26/12/2021,5590.766,1.188,124.93,0.009,0,0,0,0,231402116
Asia,Pakistan,27/12/2021,5592.131,1.366,124.943,0.013,65.67,40.73,,0,231402116
Asia,Pakistan,28/12/2021,5593.635,1.504,124.969,0.026,66.32,41.12,29.61,0,231402116
Asia,Pakistan,29/12/2021,5595.718,2.083,124.982,0.013,0,0,0,0,231402116
Asia,Pakistan,30/12/2021,5597.944,2.226,125.007,0.026,67.68,41.91,30.5,0,231402116
Asia,Pakistan,31/12/2021,5600.351,2.407,125.033,0.026,,,,0,231402116
Asia,Saudi Arabia,01/01/2021,10093.853,3.811,173.294,0.195,0,0,0,0,35950396
Asia,Saudi Arabia,02/01/2021,10096.662,2.809,173.545,0.25,0,0,0,0,35950396
Asia,Saudi Arabia,03/01/2021,10098.943,2.281,173.739,0.195,0,0,0,0,35950396
Asia,Saudi Arabia,04/01/2021,10101.558,2.615,174.018,0.278,0,0,0,0,35950396
Asia,Saudi Arabia,05/01/2021,10104.451,2.893,174.268,0.25,0,0,0,0,35950396
Asia,Saudi Arabia,06/01/2021,10107.733,3.282,174.463,0.195,0.38,0,0,0,35950396
Asia,Saudi Arabia,07/01/2021,10110.737,3.004,174.63,0.167,0,0,0,0,35950396
Asia,Saudi Arabia,08/01/2021,10113.435,2.698,174.741,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,09/01/2021,10116.495,3.06,174.852,0.111,0.5,0,0,0,35950396
Asia,Saudi Arabia,10/01/2021,10119.749,3.254,174.991,0.139,0,0,0,0,35950396
Asia,Saudi Arabia,11/01/2021,10123.644,3.894,175.102,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,12/01/2021,10127.733,4.089,175.241,0.139,0,0,0,0,35950396
Asia,Saudi Arabia,13/01/2021,10132.6,4.868,175.353,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,14/01/2021,10137.301,4.701,175.52,0.167,0,0,0,0,35950396
Asia,Saudi Arabia,15/01/2021,10142.114,4.812,175.603,0.083,0,0,0,0,35950396
Asia,Saudi Arabia,16/01/2021,10146.008,3.894,175.742,0.139,0.82,0,0,0,35950396
Asia,Saudi Arabia,17/01/2021,10150.903,4.896,175.881,0.139,0,0,0,0,35950396
Asia,Saudi Arabia,18/01/2021,10155.632,4.729,176.048,0.167,0,0,0,0,35950396
Asia,Saudi Arabia,19/01/2021,10161.919,6.286,176.215,0.167,0,0,0,0,35950396
Asia,Saudi Arabia,20/01/2021,10168.539,6.62,176.298,0.083,0,0,0,0,35950396
Asia,Saudi Arabia,21/01/2021,10174.436,5.897,176.41,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,22/01/2021,10180.361,5.925,176.521,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,23/01/2021,10185.841,5.48,176.632,0.111,1.09,0,0,0,35950396
Asia,Saudi Arabia,24/01/2021,10191.014,5.174,176.688,0.056,0,0,0,0,35950396
Asia,Saudi Arabia,25/01/2021,10196.939,5.925,176.771,0.083,0,0,0,0,35950396
Asia,Saudi Arabia,26/01/2021,10203.142,6.203,176.883,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,27/01/2021,10209.15,6.008,176.994,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,28/01/2021,10216.188,7.037,177.077,0.083,0,0,0,0,35950396
Asia,Saudi Arabia,29/01/2021,10223.615,7.427,177.133,0.056,0,0,0,0,35950396
Asia,Saudi Arabia,30/01/2021,10231.125,7.51,177.244,0.111,1.23,0,0,0,35950396
Asia,Saudi Arabia,31/01/2021,10238.385,7.26,177.328,0.083,0,0,0,0,35950396
Asia,Saudi Arabia,01/02/2021,10245.478,7.093,177.439,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,02/02/2021,10254.101,8.623,177.55,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,03/02/2021,10262.613,8.512,177.634,0.083,0,0,0,0,35950396
Asia,Saudi Arabia,04/02/2021,10271.041,8.428,177.717,0.083,0,0,0,0,35950396
Asia,Saudi Arabia,05/02/2021,10280.137,9.096,177.828,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,06/02/2021,10290.874,10.737,177.94,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,07/02/2021,10299.692,8.818,178.079,0.139,0,0,0,0,35950396
Asia,Saudi Arabia,08/02/2021,10309.594,9.903,178.19,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,09/02/2021,10319.413,9.819,178.301,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,10/02/2021,10329.678,10.264,178.44,0.139,1.24,0,0,0,35950396
Asia,Saudi Arabia,11/02/2021,10339.803,10.125,178.579,0.139,0,0,0,0,35950396
Asia,Saudi Arabia,12/02/2021,10349.622,9.819,178.691,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,13/02/2021,10358.996,9.374,178.83,0.139,1.24,0,0,0,35950396
Asia,Saudi Arabia,14/02/2021,10367.953,8.957,178.941,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,15/02/2021,10376.687,8.734,179.08,0.139,1.29,0,0,0,35950396
Asia,Saudi Arabia,16/02/2021,10385.644,8.957,179.164,0.083,0,0,0,0,35950396
Asia,Saudi Arabia,17/02/2021,10394.934,9.291,179.275,0.111,1.4,0,0,0,35950396
Asia,Saudi Arabia,18/02/2021,10404.03,9.096,179.414,0.139,0,0,0,0,35950396
Asia,Saudi Arabia,19/02/2021,10413.404,9.374,179.525,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,20/02/2021,10422.444,9.04,179.609,0.083,0,0,0,0,35950396
Asia,Saudi Arabia,21/02/2021,10431.206,8.762,179.72,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,22/02/2021,10440.302,9.096,179.859,0.139,1.67,0,0,0,35950396
Asia,Saudi Arabia,23/02/2021,10449.621,9.318,179.97,0.111,0,0,0,0,35950396
Asia,Saudi Arabia,24/02/2021,10459.44,9.819,180.109,0.139,1.78,0,0,0,35950396
Asia,Saudi Arabia,25/02/2021,10469.342,9.903,180.248,0.139,0,0,0,0,35950396
Asia,Saudi Arabia,26/02/2021,10478.967,9.624,180.332,0.083,0,0,0,0,35950396
Asia,Saudi Arabia,27/02/2021,10488.368,9.402,180.471,0.139,2.17,0,0,0,35950396
Asia,Saudi Arabia,28/02/2021,10497.325,8.957,180.638,0.167,0,0,0,0,35950396
Asia,Saudi Arabia,01/03/2021,10506.143,8.818,180.805,0.167,2.46,0,0,0,35950396
Asia,Saudi Arabia,02/03/2021,10514.543,8.4,180.944,0.139,2.79,0,0,0,35950396
Asia,Saudi Arabia,03/03/2021,10523.751,9.207,181.083,0.139,0,0,0,0,35950396
Asia,Saudi Arabia,04/03/2021,10534.182,10.431,181.194,0.111,3.29,0,0,0,35950396
Asia,Saudi Arabia,05/03/2021,10544.863,10.681,181.333,0.139,3.52,0,0,0,35950396
Asia,Saudi Arabia,06/03/2021,10555.489,10.626,181.472,0.139,0,0,0,0,35950396
Asia,Saudi Arabia,07/03/2021,10565.419,9.93,181.584,0.111,3.71,0,0,0,35950396
Asia,Saudi Arabia,08/03/2021,10575.183,9.763,181.75,0.167,4.13,0,0,0,35950396
Asia,Saudi Arabia,09/03/2021,10586.031,10.848,181.89,0.139,4.41,0,0,0,35950396
Asia,Saudi Arabia,10/03/2021,10596.768,10.737,182.056,0.167,4.69,0,0,0,35950396
Asia,Saudi Arabia,11/03/2021,10607.616,10.848,182.223,0.167,5.07,0,0,0,35950396
Asia,Saudi Arabia,12/03/2021,10617.63,10.014,182.362,0.139,5.39,0,0,0,35950396
Asia,Saudi Arabia,13/03/2021,10627.393,9.763,182.557,0.195,5.79,0,0,0,35950396
Asia,Saudi Arabia,14/03/2021,10637.073,9.68,182.668,0.111,6.21,0,0,0,35950396
Asia,Saudi Arabia,15/03/2021,10646.67,9.597,182.835,0.167,6.66,0,0,0,35950396
Asia,Saudi Arabia,16/03/2021,10656.517,9.847,182.974,0.139,6.84,0,0,0,35950396
Asia,Saudi Arabia,17/03/2021,10667.449,10.932,183.169,0.195,7.18,0,0,0,35950396
Asia,Saudi Arabia,18/03/2021,10678.046,10.598,183.336,0.167,7.5,0,0,0,35950396
Asia,Saudi Arabia,19/03/2021,10688.923,10.876,183.475,0.139,8.13,0,0,0,35950396
Asia,Saudi Arabia,20/03/2021,10699.548,10.626,183.642,0.167,8.36,0,0,0,35950396
Asia,Saudi Arabia,21/03/2021,10709.757,10.209,183.837,0.195,8.89,0,0,0,35950396
Asia,Saudi Arabia,22/03/2021,10720.995,11.238,183.948,0.111,9.3,0,0,0,35950396
Asia,Saudi Arabia,23/03/2021,10732.399,11.405,184.087,0.139,9.75,0,0,0,35950396
Asia,Saudi Arabia,24/03/2021,10745.361,12.962,184.254,0.167,10.17,0,0,0,35950396
Asia,Saudi Arabia,25/03/2021,10758.769,13.407,184.421,0.167,10.6,0,0,0,35950396
Asia,Saudi Arabia,26/03/2021,10772.955,14.186,184.615,0.195,10.84,0,0,0,35950396
Asia,Saudi Arabia,27/03/2021,10786.919,13.964,184.782,0.167,11.14,0,0,0,35950396
Asia,Saudi Arabia,28/03/2021,10801.689,14.77,184.977,0.195,11.5,0,0,0,35950396
Asia,Saudi Arabia,29/03/2021,10816.738,15.049,185.144,0.167,11.82,0,0,0,35950396
Asia,Saudi Arabia,30/03/2021,10832.203,15.466,185.339,0.195,12.03,0,0,0,35950396
Asia,Saudi Arabia,31/03/2021,10848.476,16.272,185.506,0.167,12.33,0,0,0,35950396
Asia,Saudi Arabia,01/04/2021,10864.887,16.412,185.7,0.195,12.75,0,0,0,35950396
Asia,Saudi Arabia,02/04/2021,10885.137,20.25,185.923,0.223,13.15,0,0,0,35950396
Asia,Saudi Arabia,03/04/2021,10904.164,19.026,186.09,0.167,13.57,0,0,0,35950396
Asia,Saudi Arabia,04/04/2021,10922.884,18.72,186.284,0.195,13.91,0,0,0,35950396
Asia,Saudi Arabia,05/04/2021,10942.216,19.332,186.479,0.195,14.24,0,0,0,35950396
Asia,Saudi Arabia,06/04/2021,10964.246,22.03,186.674,0.195,14.87,0,0,0,35950396
Asia,Saudi Arabia,07/04/2021,10986.026,21.78,186.896,0.223,15.52,0,0,0,35950396
Asia,Saudi Arabia,08/04/2021,11011.117,25.09,187.147,0.25,16.26,0,0,0,35950396
Asia,Saudi Arabia,09/04/2021,11036.262,25.146,187.397,0.25,16.66,0,0,0,35950396
Asia,Saudi Arabia,10/04/2021,11060.685,24.423,187.675,0.278,17.06,0,0,0,35950396
Asia,Saudi Arabia,11/04/2021,11082.91,22.225,187.87,0.195,17.49,0,0,0,35950396
Asia,Saudi Arabia,12/04/2021,11106.331,23.421,188.176,0.306,17.83,0,0,0,35950396
Asia,Saudi Arabia,13/04/2021,11132.784,26.453,188.398,0.223,18.16,0,0,0,35950396
Asia,Saudi Arabia,14/04/2021,11158.625,25.841,188.621,0.223,18.31,0,0,0,35950396
Asia,Saudi Arabia,15/04/2021,11186.024,27.399,188.899,0.278,18.7,0,0,0,35950396
Asia,Saudi Arabia,16/04/2021,11212.839,26.815,189.177,0.278,19,0,0,0,35950396
Asia,Saudi Arabia,17/04/2021,11239.209,26.37,189.428,0.25,19.45,0,0,0,35950396
Asia,Saudi Arabia,18/04/2021,11264.688,25.48,189.789,0.362,20,0,0,0,35950396
Asia,Saudi Arabia,19/04/2021,11291.67,26.982,190.095,0.306,20.38,0,0,0,35950396
Asia,Saudi Arabia,20/04/2021,11321.433,29.763,190.429,0.334,20.75,0,0,0,35950396
Asia,Saudi Arabia,21/04/2021,11350.028,28.595,190.763,0.334,21.29,0,0,0,35950396
Asia,Saudi Arabia,22/04/2021,11379.374,29.346,191.069,0.306,21.72,0,0,0,35950396
Asia,Saudi Arabia,23/04/2021,11409.916,30.542,191.319,0.25,22.1,0,0,0,35950396
Asia,Saudi Arabia,24/04/2021,11439.735,29.819,191.57,0.25,22.42,0,0,0,35950396
Asia,Saudi Arabia,25/04/2021,11466.244,26.509,191.931,0.362,22.99,0,0,0,35950396
Asia,Saudi Arabia,26/04/2021,11492.891,26.648,192.293,0.362,23.61,0,0,0,35950396
Asia,Saudi Arabia,27/04/2021,11521.959,29.068,192.543,0.25,24.18,0,0,0,35950396
Asia,Saudi Arabia,28/04/2021,11551.5,29.541,192.905,0.362,24.7,0,0,0,35950396
Asia,Saudi Arabia,29/04/2021,11580.039,28.539,193.211,0.306,25.13,0,0,0,35950396
Asia,Saudi Arabia,30/04/2021,11609.413,29.374,193.517,0.306,25.99,0,0,0,35950396
Asia,Saudi Arabia,01/05/2021,11638.564,29.151,193.823,0.306,26.39,0,0,0,35950396
Asia,Saudi Arabia,02/05/2021,11664.628,26.064,194.129,0.306,26.86,0,0,0,35950396
Asia,Saudi Arabia,03/05/2021,11691.137,26.509,194.49,0.362,27.18,0,0,0,35950396
Asia,Saudi Arabia,04/05/2021,11718.925,27.788,194.88,0.389,27.37,0,0,0,35950396
Asia,Saudi Arabia,05/05/2021,11747.186,28.261,195.213,0.334,27.68,0,0,0,35950396
Asia,Saudi Arabia,06/05/2021,11777.506,30.32,195.603,0.389,28.12,0,0,0,35950396
Asia,Saudi Arabia,07/05/2021,11806.407,28.901,195.964,0.362,28.57,0,0,0,35950396
Asia,Saudi Arabia,08/05/2021,11834.139,27.733,196.354,0.389,29.05,0,0,0,35950396
Asia,Saudi Arabia,09/05/2021,11860.342,26.203,196.715,0.362,29.57,0,0,0,35950396
Asia,Saudi Arabia,10/05/2021,11887.769,27.427,197.077,0.362,29.93,0,0,0,35950396
Asia,Saudi Arabia,11/05/2021,11915.557,27.788,197.439,0.362,30.49,0,0,0,35950396
Asia,Saudi Arabia,12/05/2021,11943.93,28.372,197.8,0.362,30.87,0,0,0,35950396
Asia,Saudi Arabia,13/05/2021,11974.972,31.043,198.106,0.306,31.14,0,0,0,35950396
Asia,Saudi Arabia,14/05/2021,12000.758,25.786,198.44,0.334,31.47,0,0,0,35950396
Asia,Saudi Arabia,15/05/2021,12024.04,23.282,198.802,0.362,31.96,0,0,0,35950396
Asia,Saudi Arabia,16/05/2021,12046.988,22.948,199.219,0.417,32.46,0,0,0,35950396
Asia,Saudi Arabia,17/05/2021,12071.633,24.645,199.553,0.334,32.9,0,0,0,35950396
Asia,Saudi Arabia,18/05/2021,12100.757,29.123,199.942,0.389,33.43,0,0,0,35950396
Asia,Saudi Arabia,19/05/2021,12134.47,33.713,200.304,0.362,34.01,0,0,0,35950396
Asia,Saudi Arabia,20/05/2021,12171.465,36.995,200.665,0.362,34.59,0,0,0,35950396
Asia,Saudi Arabia,21/05/2021,12203.064,31.599,200.944,0.278,35.09,0,0,0,35950396
Asia,Saudi Arabia,22/05/2021,12234.83,31.766,201.305,0.362,35.58,0,0,0,35950396
Asia,Saudi Arabia,23/05/2021,12264.51,29.68,201.639,0.334,35.83,0,0,0,35950396
Asia,Saudi Arabia,24/05/2021,12296.693,32.183,202.056,0.417,36.2,0,0,0,35950396
Asia,Saudi Arabia,25/05/2021,12335.33,38.637,202.446,0.389,36.67,0,0,0,35950396
Asia,Saudi Arabia,26/05/2021,12372.047,36.717,202.918,0.473,37.28,0,0,0,35950396
Asia,Saudi Arabia,27/05/2021,12404.954,32.906,203.308,0.389,37.78,0,0,0,35950396
Asia,Saudi Arabia,28/05/2021,12438.75,33.797,203.614,0.306,38.17,0,0,0,35950396
Asia,Saudi Arabia,29/05/2021,12469.515,30.765,204.003,0.389,38.46,0,0,0,35950396
Asia,Saudi Arabia,30/05/2021,12494.744,25.229,204.365,0.362,39.06,0,0,0,35950396
Asia,Saudi Arabia,31/05/2021,12529.375,34.631,204.782,0.417,39.52,0,0,0,35950396
Asia,Saudi Arabia,01/06/2021,12564.173,34.798,205.199,0.417,39.87,0,0,0,35950396
Asia,Saudi Arabia,02/06/2021,12599.472,35.299,205.644,0.445,40.37,0,0,0,35950396
Asia,Saudi Arabia,03/06/2021,12634.548,35.076,206.062,0.417,40.69,0,0,0,35950396
Asia,Saudi Arabia,04/06/2021,12667.955,33.407,206.507,0.445,40.98,0,0,0,35950396
Asia,Saudi Arabia,05/06/2021,12699.777,31.822,206.952,0.445,41.29,0,0,0,35950396
Asia,Saudi Arabia,06/06/2021,12727.148,27.371,207.397,0.445,41.66,0,0,0,35950396
Asia,Saudi Arabia,07/06/2021,12759.442,32.294,207.814,0.417,42,0,0,0,35950396
Asia,Saudi Arabia,08/06/2021,12794.518,35.076,208.287,0.473,42.34,0,0,0,35950396
Asia,Saudi Arabia,09/06/2021,12829.956,35.438,208.704,0.417,42.73,0,0,0,35950396
Asia,Saudi Arabia,10/06/2021,12829.956,0,208.704,0,43.1,0,0,0,35950396
Asia,Saudi Arabia,11/06/2021,12898.411,68.455,209.65,0.946,43.41,0,0,0,35950396
Asia,Saudi Arabia,12/06/2021,12928.369,29.958,210.095,0.445,43.69,0,0,0,35950396
Asia,Saudi Arabia,13/06/2021,12956.658,28.289,210.624,0.529,44.05,0,0,0,35950396
Asia,Saudi Arabia,14/06/2021,12987.506,30.848,211.124,0.501,44.46,0,0,0,35950396
Asia,Saudi Arabia,15/06/2021,13022.805,35.299,211.569,0.445,44.81,0,0,0,35950396
Asia,Saudi Arabia,16/06/2021,13057.269,34.464,211.987,0.417,45.14,0,0,0,35950396
Asia,Saudi Arabia,17/06/2021,13093.681,36.411,212.376,0.389,45.52,0,0,0,35950396
Asia,Saudi Arabia,18/06/2021,13128.061,34.381,212.793,0.417,45.78,0,0,0,35950396
Asia,Saudi Arabia,19/06/2021,13160.133,32.072,213.155,0.362,46.03,0,0,0,35950396
Asia,Saudi Arabia,20/06/2021,13190.147,30.014,213.544,0.389,46.31,0,0,0,35950396
Asia,Saudi Arabia,21/06/2021,13223.86,33.713,213.934,0.389,46.55,0,0,0,35950396
Asia,Saudi Arabia,22/06/2021,13265,41.14,214.267,0.334,46.86,0,0,0,35950396
Asia,Saudi Arabia,23/06/2021,13299.853,34.854,214.629,0.362,47.1,0,0,0,35950396
Asia,Saudi Arabia,24/06/2021,13334.763,34.909,215.018,0.389,47.38,0,0,0,35950396
Asia,Saudi Arabia,25/06/2021,13371.257,36.495,215.38,0.362,47.59,0,0,0,35950396
Asia,Saudi Arabia,26/06/2021,13407.446,36.189,215.853,0.473,47.89,0,0,0,35950396
Asia,Saudi Arabia,27/06/2021,13441.326,33.88,216.27,0.417,48.23,44.21,4.02,0,35950396
Asia,Saudi Arabia,28/06/2021,13477.988,36.662,216.66,0.389,48.64,44.44,4.2,0,35950396
Asia,Saudi Arabia,29/06/2021,13521.576,43.588,217.077,0.417,49.16,44.81,4.34,0,35950396
Asia,Saudi Arabia,30/06/2021,13562.91,41.335,217.494,0.417,49.74,45.32,4.42,0,35950396
Asia,Saudi Arabia,01/07/2021,13605.58,42.67,217.856,0.362,50.12,45.67,4.45,0,35950396
Asia,Saudi Arabia,02/07/2021,13642.798,37.218,218.301,0.445,50.62,45.94,4.68,0,35950396
Asia,Saudi Arabia,03/07/2021,13674.731,31.933,218.718,0.417,50.96,46.19,4.77,0,35950396
Asia,Saudi Arabia,04/07/2021,13707.359,32.628,219.08,0.362,51.35,46.47,4.88,0,35950396
Asia,Saudi Arabia,05/07/2021,13742.046,34.687,219.497,0.417,52.01,46.93,5.08,0,35950396
Asia,Saudi Arabia,06/07/2021,13777.567,35.521,219.942,0.445,52.55,47.25,5.3,0,35950396
Asia,Saudi Arabia,07/07/2021,13811.141,33.574,220.331,0.389,53.03,47.53,5.5,0,35950396
Asia,Saudi Arabia,08/07/2021,13846.106,34.965,220.665,0.334,53.58,47.84,5.74,0,35950396
Asia,Saudi Arabia,09/07/2021,13877.622,31.516,221.055,0.389,53.95,48.04,5.91,0,35950396
Asia,Saudi Arabia,10/07/2021,13910.361,32.74,221.5,0.445,54.48,48.36,6.13,0,35950396
Asia,Saudi Arabia,11/07/2021,13941.293,30.932,221.861,0.362,55.15,48.73,6.42,0,35950396
Asia,Saudi Arabia,12/07/2021,13975.896,34.603,222.306,0.445,56.27,49.38,6.88,0,35950396
